Ticker,GICS SubIndustry,Unpriced Operating Risk,Unpriced Value Score,Unpriced Quality Score,Composite Score,Score,EV/EBITDA,ROIC,Unlevered Beta
ONTO,4530,57.830752840246674,58.37459447204245,48.8950943526047,55.033480554964605,20.0,44093204.582125016,0.009076688,2.3336804665269364
TITN,2010,62.12726339866677,56.844664827724536,46.09986955082852,55.0239325924066,40.0,27975418.16295868,-0.00885191,1.2484930149702347
ADI,4530,64.017072338883,55.56057999728703,45.38279784799593,54.98681672805532,42.0,32473061.343052212,0.010688518,1.4647685097733147
CNK,5020,64.67925682346863,54.925100731529156,45.3033107896278,54.969222781541866,67.0,12472526.686531587,0.022462485,0.5060820626185641
DAN,2510,60.91903190203269,56.66994659716035,47.282016685464065,54.95699839488571,58.0,7231926.7468030695,0.014364376,1.419026457441674
POR,5510,63.30832303919987,55.537240943150934,45.96182360647687,54.93579586294256,67.0,8871622.074336283,0.003642573,0.08790163124155584
LASR,4520,60.17081024235663,60.62172767306577,43.95676008404174,54.91643266648805,40.0,-220827577.5514465,-0.025828125,1.483665967816502
INSW,1010,65.25593042364694,55.061671270730635,44.39122937441599,54.902943689597855,67.0,13278694.602383314,0.016039749,0.7212914937556641
DTM,1010,66.0300599386209,54.426022459024466,44.21911264929005,54.89173168231181,67.0,25199334.393939395,0.00477181,0.682510633313194
TXRH,2530,66.09344016405322,53.57234180968824,44.997134394132694,54.88763878929138,67.0,29822973.601103995,0.050915741,0.5013244825479319
SWK,2010,61.955260545148576,56.843039043621715,45.854272912881704,54.884190833884,42.0,14588784.42934124,0.002698831,1.2133121381208856
CBAN,4010,66.84685254185972,56.362374132397484,41.43623993720764,54.881822203821606,30.0,5662504.173975,0.010571524,0.7028063269320339
ES,5510,63.18198116069421,55.38848484832217,46.0239725039135,54.864812837643285,67.0,11633321.237595227,0.00389786,0.0957672660306512
MKC,3020,62.90475394556346,55.64860679675894,45.89528832102277,54.81621635444839,67.0,17024026.817693524,0.01554818,0.20090645484578454
ASUR,2020,62.8396622058427,57.54499438719672,43.99586592001178,54.7935075043504,40.0,25356600.072012722,-0.025353688,1.061994268554906
VPG,4520,63.626473833536075,55.69970490902583,44.99055896194149,54.77224590150113,42.0,39483038.584319025,0.005722618,1.2028161822570302
FSLR,4530,68.61350125029972,53.08327069504653,42.52453705946903,54.74043633493843,60.0,31336213.488983393,0.037619498,0.7837644010783401
KLIC,4530,63.901327438501475,54.95203439581028,45.36157466403221,54.73831216611466,42.0,61591824.50529447,-0.024525285,1.4722152842776939
GPC,2550,64.6374466880261,54.638016569339996,44.89740589226276,54.724289716542955,67.0,11618405.863257231,0.022136573,0.5701753219568039
TCI,6020,66.07680379277336,53.88149804934808,44.19388076383534,54.7173942019856,67.0,51954841.98125874,-0.004366408,0.6649954228308741
OPRX,3510,53.57757132971534,57.89915028848452,52.651753091144286,54.709491569781385,20.0,117698554.54517424,0.008835924,2.063954209708893
BOH,4010,64.01247540011686,54.27145986520187,45.84223732050308,54.70872419527393,40.0,9547462.271946,0.072991115,0.7014516102082426
IDA,5510,63.79532403989752,54.6062925703527,45.705035532598615,54.702217380949605,67.0,26154943.105005153,0.002587773,0.05758253152007712
STE,3510,64.65580039336761,53.473554096050805,45.9467511064351,54.69203519861784,60.0,63391371.78336504,0.019503743,0.42740193595061465
AMBP,1510,63.55266790582875,55.178994231158924,45.33000280696863,54.68722164798543,67.0,3817776.2233856893,0.011329096,0.7285353585225658
CHMG,4010,67.34265702350358,52.187046148585424,44.52920806292891,54.68630374500597,58.0,9193358.886306556,0.085668067,0.4503353640893476
DGX,3510,65.45510953308528,53.937364995132846,44.640994393811816,54.67782297400998,67.0,11877142.767257178,0.014983564,0.2141081573546913
AMBA,4530,56.51401900868245,60.168466126658046,47.267231965214194,54.649905700184895,30.0,-108229525.71613455,-0.042230209,2.2043518638265045
PNBK,4010,29.658885023401204,100.0,34.22475088810698,54.627878637169395,87.0,-215262862.90240002,0.017787924,1.315359285096013
NYT,5020,64.33667393700476,53.87804865655121,45.66380404296458,54.62617554550685,67.0,41397563.52742237,0.037147648,0.526685351429259
PHIN,2510,61.00632106396308,56.41916906626781,46.41745910409934,54.61431641144341,60.0,5539627.581717451,-0.002705837,1.2691009411180567
CVS,3510,63.72567538046158,55.12163668654044,44.9727632675201,54.606691778174046,60.0,7478205.593489393,-0.027488569,0.4870789100790997
ARR,4020,59.209060244811646,54.60118027143776,49.894526712758235,54.568255743002545,70.0,1981311.5829080632,0.128706086,0.6524639001544871
ICE,4020,63.68688840815819,54.881333506293046,45.13121573949863,54.56647921798329,60.0,25752201.178912785,0.016464191,0.5897632304305307
TRS,1510,63.877063526459125,54.874415763870324,44.9457624229757,54.565747237768385,67.0,14070650.283242939,0.00393906,0.7083889131078854
OSBC,4010,63.62319856613337,55.67793862007973,44.346235080895404,54.54912408903616,30.0,8657067.73277733,0.041950679,0.7978781114499088
MGNI,5020,54.62302597647453,58.331921375526335,50.64267898964922,54.53254211388336,40.0,53760507.83227675,0.010492716,1.8166637656629145
SYBT,4010,58.163775683745456,56.33967099757713,49.09143605209763,54.53162757780674,20.0,11025110.726607645,0.07821059,1.043833016241603
KRRO,3520,53.61176443153275,60.39114697729844,49.45259143580085,54.48516761487735,5.0,-7499071.078237596,-0.183306846,2.7878397766605083
TRST,4010,62.25445794307955,55.695405419353264,45.43603451751983,54.46196595998421,30.0,8580646.448884107,0.05370224,0.8382449171169204
BOX,4510,66.37386930021825,53.793071376133724,43.160853291582356,54.442597989311444,67.0,91794656.90505531,-0.002811712,0.5427721897241482
TOI,3510,57.282635610143416,59.09405774319438,46.90447605269076,54.42705646867619,40.0,-25065509.20806479,-0.101371715,1.3633510392421528
SCVL,2550,60.8812815754644,56.16618930102319,46.22315974502815,54.42354354050524,60.0,9441769.682149278,0.01779595,1.1132468126450807
MZTI,3020,61.30400127862388,55.86517776861727,45.98370663157879,54.384295226273316,67.0,15249714.227515982,0.024382873,0.2734150465009604
ABUS,3520,66.46692494788537,53.60747134667954,43.045500325765296,54.373298873443396,67.0,-82032144.89102384,0.00296132,0.005701393463657515
VSAT,4520,67.59808453630106,53.86781306771703,41.650143420656605,54.37201367489157,60.0,13211696.68622555,-0.010761829,0.5480094277202823
JBSS,3020,59.815118525393885,57.13807976972485,46.16108822264788,54.37142883925554,67.0,4821141.888168325,0.042106712,0.34085631572763325
EGAN,4510,64.27664918253127,53.807617024395384,45.01639042391287,54.36688554361317,67.0,76047163.36727427,0.356588122,0.7018239024377223
ROP,4510,65.98768750926371,53.85873931398667,43.24841945419341,54.36494875914792,67.0,20700855.62676724,0.014149018,0.5720599477196503
UNP,2030,64.3865521016792,53.83186267667585,44.836633616992806,54.35168279844928,67.0,13678144.730150271,0.030462837,0.7115495080997346
PPL,5510,61.76899040238652,55.21887343555377,46.03803961168076,54.341967816540354,67.0,14782205.303561645,0.003955643,0.18373547891991937
MQ,4020,56.18753900323907,68.79540644473119,38.0234157760804,54.335453741350214,87.0,-315300626.89433074,-0.023566621,0.39528832814334935
DELL,4520,53.659224686153884,59.014960802664305,50.29819838158326,54.32412795680048,20.0,11550226.180637049,0.054974635,2.3561090890222838
STRT,2510,59.67451767715931,56.322979628301226,46.96177163237208,54.31975631261088,60.0,6549723.999592825,0.021050255,1.4550854875446155
PHM,2520,61.93721141921473,54.47918674884161,46.53795228661309,54.31811681822314,67.0,10073430.616103038,0.031765522,0.7122335001965735
TK,1010,63.75080752121138,55.411691620517054,43.77663391197052,54.31304435123298,67.0,6714588.082119677,-0.024195877,0.7966922633931368
ON,4530,61.2304029207239,55.980321539032325,45.70162914157369,54.30411786710997,40.0,25685806.94721408,0.009764831,1.6868656209457482
BLKB,4510,65.62039654700563,53.864320323084904,43.35871233799747,54.28114306936266,67.0,14658711.39724809,0.035511697,0.59991503842696
WDAY,4510,62.66153639451713,55.25881003460092,44.86747813885389,54.26260818932398,58.0,79564367.0126783,0.003972581,1.0884170580403243
TIGO,5010,59.49701685822186,53.092115832627435,50.19137398260476,54.26016889115135,67.0,6095132.444357367,0.051890698,0.30228542098787686
EYE,2550,62.11798810561104,55.059381696392805,45.57572022872216,54.251030010242005,60.0,23753972.258100685,0.005944471,1.017466522122117
CBRE,6020,59.90385950118433,54.41817620590612,48.40099849577377,54.24101140095474,67.0,24224645.46748401,0.01564274,0.9460432360579403
ZUMZ,2550,58.76042219024181,60.94439212156185,42.96395899853061,54.222924436778094,67.0,-69929754.85214363,-0.013255467,1.025338370009607
L,4030,63.2451795828931,55.39474596834378,44.02574788853454,54.22189114659047,58.0,14647122.464259928,0.009000798,0.465778319161157
MORN,4020,61.02805404278639,55.32804287741295,46.29137051001748,54.215822476738936,60.0,17321597.38072763,0.036396869,0.8004450825030849
HD,2550,61.77988815540596,53.34687635997226,47.51598371212045,54.21424940916623,67.0,28314225.582167044,0.070070039,0.791487152830921
SIGI,4030,62.529810557853004,55.257325097663,44.79892502209076,54.19535355920226,60.0,10476635.557761066,0.02105695,0.46573149841318806
RBKB,4010,68.26052518715866,51.90458370404876,42.389476820157995,54.184861903788466,67.0,5692249.784806249,0.076012673,0.346814280710986
HURN,2020,62.86676777059477,54.35902286995019,45.23639232868312,54.154060989742696,60.0,18680388.121942498,0.022322632,0.5600975616423672
BKH,5510,61.11276386144933,55.42819474075087,45.884234072345386,54.14173089151519,67.0,10896095.802767355,0.003323861,0.22459001085322716
FWONK,5020,64.16999155774484,53.35346572563487,44.853730123251175,54.12572913554363,67.0,55889278.854166664,0.00414823,0.536709801964409
LMNR,3020,52.149240937780135,64.85552548608634,45.363298467983796,54.122688297283425,68.0,-60390568.59520958,-0.009790007,0.6618224939476944
HRB,2530,63.13060516722592,52.96354346269887,46.211692008293795,54.1019468794062,87.0,6873875.279143563,0.172273139,0.2377394715936588
FDS,4020,62.359669946201734,54.58496606899226,45.253034355628905,54.06589012360763,67.0,11004756.7976061,0.039839408,0.49044916089125357
TER,4530,61.18362188292394,55.28576736467078,45.72178549205593,54.06372491321688,40.0,58920059.9884031,0.043208529,1.6898754109099612
MCS,5020,62.1827007732466,54.94076468407576,44.97196436268017,54.03180994000085,67.0,12039806.657306718,0.008964656,0.6562275233733186
VC,2510,62.14165215869145,54.71326215191429,45.183902433787665,54.01293891479781,67.0,8313452.856725146,0.015776081,0.628478526116229
FOA,4020,63.86911363377916,55.15584928409359,43.00973104771379,54.011564655195514,67.0,230659.55964672565,0.0012971,0.3708432178359905
SENEA,3020,60.49424368158177,55.65103788579564,45.8770912304181,54.00745759926517,67.0,17004109.504451472,0.01372994,0.31009428131107997
ITT,2010,59.26957658370328,56.63243292738705,46.09932966947413,54.000446393521486,42.0,24418098.281710442,0.03564207,1.395487269154156
CNM,2010,59.21952316120816,56.701099899460914,46.06079243643947,53.993805165702845,42.0,21213304.27157895,0.030461469,1.3988824894900598
FBIZ,4010,62.29841363245738,55.37671991231809,44.28471688741656,53.98661681073067,30.0,9974969.199400518,0.041287314,0.836948578905583
CBT,1510,60.70668110591098,55.11074063492817,46.12100525519648,53.979475665345205,67.0,6115363.221297837,0.026542324,0.9052841000870344
DOLE,3020,59.139802553157665,57.03360209211011,45.70972032102373,53.9610416554305,67.0,5677101.748318043,-0.002993639,0.37144580720898135
SNDR,2030,63.014278192736974,54.451468340372465,44.41303237375486,53.95959296895476,67.0,6458023.237933168,0.009785568,0.7780213273120035
MNSB,4010,66.8533693006754,52.86318209699721,42.14583512943328,53.954128842368625,60.0,5182452.819765543,0.062949341,0.4477762093931187
BDX,3510,63.23878781572495,53.951803621617415,44.66637627541488,53.95232257091908,67.0,11387295.154738454,0.016208172,0.35630772402807326
TFX,3510,63.20863196328883,53.885940001324975,44.759746479842754,53.95143948148552,67.0,13621796.974325044,0.020713035,0.35824252849057264
RZLV,4510,51.809856847248426,48.909852145483356,61.106562055730556,53.942090349487444,98.0,-45184225.42255619,4.588317723,0.737604755545546
STNG,1010,65.00386913957662,53.851690481016895,42.94829099510992,53.93461687190114,73.0,13788830.554176707,0.010569074,0.5920483792948945
MMS,2020,63.737829632784674,53.27804300881778,44.77926941216217,53.93171401792154,67.0,9554065.113382867,0.030408541,0.3285341481947848
TXNM,5510,61.80793659456843,55.157477241178384,44.76851301882542,53.911308951524084,67.0,15922043.095276583,-0.00125915,0.18131081555609965
BELFB,4520,59.77159623895864,56.19412931277627,45.71461610192095,53.89344721788529,40.0,26174714.740116213,0.015939272,1.5112252038140563
RS,1510,60.95948666580568,54.88047390340412,45.795428109093635,53.87846289276782,67.0,13866718.13324563,0.020280549,0.8895837234819226
CAH,3510,62.61465847279508,53.93565878611833,45.07696557199787,53.87576094363709,67.0,11935027.941661576,0.036018009,0.39635196553759333
AVY,1510,63.20306058649161,53.59407302491995,44.82269897202225,53.873277527811275,73.0,12808597.94263143,0.030702159,0.5542869957310194
BWA,2510,61.71732434885507,54.613436693940024,45.2352300403295,53.85533036104153,67.0,9361731.541414142,0.018016234,0.6877353323614752
CPF,4010,56.84594587486437,56.1716239378232,48.49751577251829,53.83836186173529,30.0,6497080.363004504,0.086714905,0.9977523883850858
PEG,5510,59.0410030104663,55.052393579335714,47.398477898097646,53.830624829299886,67.0,17872951.132471006,0.009543871,0.3535711089413732
MGEE,5510,59.11990424014906,54.87375856308888,47.49448348022369,53.82938209448721,67.0,21189360.960690327,0.00993823,0.3486589747825686
GNE,5510,63.34984868993345,54.77446340479013,43.36106386683567,53.82845865385309,67.0,23032803.785032924,-0.007040483,0.08531637917064154
LDOS,2020,60.40107970162794,54.354590283024976,46.71985323718012,53.82517440727768,60.0,19562697.08427877,0.036637512,0.7200730793741708
POST,3020,61.681992517376344,55.61389736491124,44.1665837795745,53.820824553954026,73.0,5400912.691471093,0.009724388,0.09866303794186942
DORM,2510,61.34839804043037,54.410543549207894,45.64755120972019,53.80216426645281,67.0,11492335.930396803,0.036011667,0.7392553936686186
BR,2020,59.68349703891255,53.240986732029185,48.468970946170764,53.7978182390375,67.0,16930138.199617386,0.066012873,0.5915820024326458
CF,1510,65.18924257128872,52.618970635717375,43.52652275462576,53.77824532054395,78.0,8664990.20343293,0.030047968,0.2676355743412096
CMPO,4520,54.52204859577122,48.968634959121886,57.83684487648462,53.775842810459245,73.0,193740246.12367392,0.419258103,1.1757964943176067
APH,4520,57.650029214472866,56.044244183118956,47.606129732822964,53.766801043471595,40.0,34536351.8158325,0.06088243,1.6576849116769146
FUL,1510,60.840098965987075,55.06990263349407,45.32938204599473,53.746461215158625,67.0,7490072.632923349,0.011317157,0.8969982433601675
LKQ,2550,64.47285793123834,53.64465839308216,43.11127931802891,53.74293188078314,73.0,9391357.657351155,0.013963039,0.3667813785262282
REYN,3030,63.36372667555626,54.88092132897388,42.98234225693751,53.742330087155885,73.0,11713416.14955357,0.020623872,0.11116886614331513
REX,1010,63.6645505180282,53.39694273254543,44.096841338130126,53.71944486290125,67.0,44498180.722657405,-0.003232907,0.8010134018304756
IRTC,3510,57.61579772770361,59.90066668895784,43.634622420425266,53.717028945695574,67.0,-190434974.70262316,-0.033571196,0.7170796948399989
ITIC,4030,59.301967312777364,54.82041947137214,47.01110888688706,53.711165223678854,60.0,21736752.226876725,0.044931731,0.6015682362596745
HSIC,3510,62.75201941625963,53.85824118086158,44.51917202384717,53.709810873656124,67.0,14561512.472061656,0.00910596,0.38753886476548616
COKE,3020,59.136446755904316,55.62669750589563,46.338528401014784,53.700557554271576,67.0,17203524.237348095,0.059836405,0.37159781328571423
WKC,1010,61.42427033623749,55.47032874408522,44.20622291865718,53.70027399965996,67.0,5614936.8036206225,0.00392796,0.9132426753584084
AKAM,4510,64.01425351550888,53.86266349958433,43.21281286763915,53.69657662757746,67.0,16452431.202602245,0.007252362,0.7217238070288349
FIS,4020,63.48087490457085,54.1048195603413,43.40663453725306,53.6641096673884,67.0,20066409.051217988,0.008116319,0.4016066439377376
THRM,2510,60.486258384840006,54.60829158634935,45.83246337605192,53.64233778241376,67.0,9415760.911548546,0.044082013,0.8596520335856707
WEYS,2550,60.30616978541549,55.14900645805215,45.4692832015936,53.64148648168708,60.0,22595028.51817365,0.003996125,1.1577879976322212
DRVN,2530,62.162664598151764,55.40651574324991,43.34034562618181,53.63650865586116,67.0,14013994.544682171,0.010495828,0.7140778233469623
EVH,3510,67.50704064397378,51.38588128002996,42.0159451128879,53.63628901229722,83.0,16658945.512304517,0.02199845,-0.2878525893745426
RSG,2020,63.699241651562296,53.200451689961845,44.00643430958799,53.635375883704036,67.0,24998661.503993914,0.022950952,0.33103776264300755
SBCF,4010,59.26180738966947,56.28991307691745,45.348758058119294,53.63349284156874,20.0,11242813.129957024,0.037852422,1.0114499396069958
NWSA,5020,59.54517750073141,55.125501721761104,46.219166321952706,53.62994851481508,67.0,6936406.598586572,0.059771055,0.8148508985496786
OXM,2520,61.435947907281864,54.4870351901143,44.93949783383779,53.62082697707799,68.0,5873943.493485069,0.01594315,0.7163797960543838
CHDN,2530,62.43556479844611,55.9948637381427,42.42137735244419,53.61726862967766,67.0,8942948.141200459,-0.011923818,0.6993070921403765
HDSN,2010,63.591194703819994,54.1081760340689,43.10759379314641,53.6023215103451,60.0,21066475.33336852,0.034558863,0.6807101000602073
HBB,2520,61.263179614694636,54.349347188908084,45.18523761271631,53.59925480543967,67.0,13108672.71713517,0.016488577,0.7433101076690855
CWEN,5510,59.90191555371231,55.6718310211357,45.17602313019629,53.5832565683481,67.0,6372919.038461538,0.000414766,0.2999734916618299
SBH,2550,60.69329870290703,55.170762690873474,44.86952297768627,53.57786145715559,67.0,4729430.41617777,0.021626172,0.8756411949602169
OMCL,3510,65.0404473907508,52.39926030860832,43.27820292720935,53.572636875522825,73.0,33391556.233498048,-0.000642546,0.1018472580772053
JNJ,3520,64.54458738480636,52.84225667432332,43.2885717833313,53.55847194748699,67.0,17581401.870595597,0.025074778,0.1812342938851601
OSPN,4510,61.042559688784024,54.99326523585518,44.63266180255945,53.55616224239955,60.0,17135308.830742914,0.030440376,1.1525093175746608
AGYS,4510,63.60422970789456,53.69422467505654,43.343228152271536,53.54722751174088,67.0,198808642.01195472,0.032512558,0.7528197269584629
IONQ,4520,54.06810940957217,63.01345207357272,43.55072060781181,53.54409403031891,5.0,-104457619.57960768,-0.157752627,2.6450752562873934
COP,1010,63.63087768284289,54.119737619993316,42.875033119533164,53.54188280745646,73.0,8762008.617204301,0.005773112,0.6608298803775476
GTX,2510,58.444818408036454,54.78764400785885,47.357153414177326,53.52987194335754,67.0,7532360.380952381,0.11062591,1.1447363725390698
GWRS,5510,57.92965599323509,56.274026218243804,46.36820473380025,53.52396231509305,60.0,25958339.63659696,-0.002511468,0.669779415731503
WTRG,5510,61.66711431651984,53.77354198954638,45.052744785847665,53.497800363971294,73.0,15244898.067916246,0.006614082,-0.021653006736231044
GOLF,2520,58.61571406351086,54.14917410723115,47.70872109044695,53.491203087062985,67.0,17788092.189214405,0.044987653,0.865372964613522
MOS,1510,60.67488181278946,55.06357066167449,44.72899808790824,53.48915018745739,67.0,7703222.663503896,-0.000229935,0.9072589810113003
BRY,1010,60.85779019401592,54.96447877589439,44.62843206766887,53.483567012526386,67.0,15101394.023901356,0.031568661,0.9416211145135983
ALLE,2010,63.11342089907925,54.15829080028804,43.170409277460045,53.48070699227578,60.0,18727541.523596685,0.043003215,0.7131184201501366
PRGO,3520,64.46158755485138,52.90823963218099,43.00828057223496,53.45936925308911,67.0,8991921.433968058,-0.000424752,0.1888131921839334
CHRW,2030,64.21216601883035,52.12484688358516,44.03196731320501,53.45632673854016,73.0,21439998.969412956,0.049581429,0.5992711755503677
EPM,1010,60.313614470203795,55.460972376150046,44.53021687216886,53.434934572840895,67.0,5790401.446767044,0.025138822,0.968882189557415
ENPH,4530,66.53641623691504,52.34616264201685,41.39609549023002,53.426224789720635,67.0,20066182.55981229,0.020059064,0.7675684513119798
INSP,3510,66.56614647065247,49.783268324145006,43.91311223933265,53.420842344710046,67.0,152809823.49216387,-0.020134806,0.14282384432258205
CHD,3030,64.01279479694396,52.754226153286886,43.49232974407812,53.41978356476966,73.0,27879963.706474617,0.02489259,0.0680097073276575
JAMF,4510,60.94997160610544,54.895735871211016,44.39543982034303,53.4137157658865,60.0,122723111.57761163,-0.015507258,1.1595311332642486
ANGO,3510,60.7840563337218,59.41294675132002,40.042618707795924,53.413207264279244,85.0,-265891358.27263045,-0.056500966,0.09720662847579004
WK,4510,63.356003653719235,53.979650555336725,42.89353994033936,53.40973138313177,67.0,-110200769.2133775,-0.054587757,0.7716450179824027
PAYX,2020,61.13338409520739,53.011527262819385,45.97929644232742,53.3747359334514,67.0,62604176.767372936,0.041988383,0.4975123447972431
BOOM,1010,60.427210990438134,55.47097253659133,44.165827570569824,53.35467036586643,67.0,5602863.441058336,0.001283404,0.9631914482631679
PEN,3510,63.86432857765644,51.36199355489924,44.83697755260737,53.354433228387684,67.0,99249688.39657578,0.024439228,0.31617292564278415
WERN,2030,61.52935400208252,54.032431220084774,44.50118746610293,53.354324229423405,67.0,11340965.8827365,0.014088687,0.849949833495722
SNDX,3520,59.03585975679335,56.237967692690084,44.77982159284118,53.35121634744154,40.0,-7437771.081510024,-0.17421279,1.3846393906325398
NB,1510,68.00416944347748,57.407500918219384,34.635584327107374,53.349084896268074,67.0,-71199340.40794647,-0.194355004,0.45207683985535146
CMCL,1510,58.196716645922855,53.693245659920066,48.1511374748928,53.34703326024524,73.0,9470198.659543172,0.094717503,0.865203754501651
LARK,4010,71.29535322422647,50.93021720655063,37.814001846216264,53.34652409233112,70.0,8376345.887889621,0.03114687,0.23182754540238745
GBCI,4010,58.454956128864055,55.57648355282156,45.959712318242424,53.330383999976014,20.0,14364232.191625135,0.044440484,1.0352455422935354
MDWD,3520,60.50977322667263,56.11827095018736,43.35028280318737,53.32610899334912,42.0,-22746730.97299951,-0.279453847,1.1981722742461018
PLNT,2530,62.53469445198857,53.663387378462396,43.77641234376312,53.3248313914047,67.0,29038240.232259553,0.021134347,0.6939416967852302
PZZA,2530,61.392237601292365,54.8587574206192,43.67063472002394,53.307209913978504,67.0,18735193.386295997,0.018553739,0.7557772067575771
IPG,5020,59.76323213305537,54.85981678414416,45.19883251074841,53.27396047598265,67.0,14276009.653956728,0.018206426,0.8017368676281306
HFWA,4010,61.77553408713356,54.15771661094913,43.88619903677337,53.27314991161868,42.0,8992460.280494673,0.054880438,0.7504341367179439
COFS,4010,61.18257499675836,54.54716339555341,44.08517322617934,53.27163720616371,42.0,7288540.585680104,0.057026023,0.7679216460140874
RMR,6020,63.013773333118245,53.82771440495476,42.90193612140284,53.24780795315862,73.0,5184684.124253151,-0.00526917,0.6999151449773467
INFA,4510,64.79301617418348,52.850385888198744,42.06535637350553,53.23625281196258,73.0,62626156.84681348,0.000849425,0.486593571570363
UTMD,3510,61.46741313610779,53.80497192955614,44.43328867942229,53.235224581695405,67.0,16368735.312858168,0.004962318,0.4699594154250087
AN,2550,59.5264816289415,55.08041940427306,45.075912136458044,53.22760438989087,67.0,5897665.449794238,0.025404157,0.966008695743382
YETI,2520,55.41198062350317,55.05268209680699,49.14251880057591,53.20239384029535,60.0,24779012.33610643,0.045571388,1.1458359993614013
WABC,4010,60.799356842714424,54.508058821085875,44.2949907430942,53.2008021356315,40.0,8512287.155240497,0.056306795,0.7962126848831134
DIS,5020,59.16810703126042,54.90335408045165,45.519604635400526,53.1970219157042,67.0,13073282.559725612,0.031273497,0.8375283062412459
ROL,2020,59.6265678240179,52.161538289533645,47.794568218276936,53.19422477727616,73.0,39541268.65697808,0.070216824,0.44523418475253884
APTV,2510,59.857755744897865,54.37206934268373,45.32599082428677,53.185271970622786,67.0,11896358.024840765,0.021977417,0.9474215794328723
VVV,2550,62.196231969564195,54.509200822730406,42.8175090840483,53.174313958780964,67.0,13284130.830031948,-0.015936255,0.7592422099075695
CCI,6010,63.54168946264023,53.825418621976816,42.118304595542476,53.161804226719845,67.0,19337479.433381435,0.012098223,0.07080548777895104
HCKT,4510,62.37560520992856,53.849466273030586,43.234809480582925,53.15329365451402,67.0,30740088.660904422,0.011512896,0.8459977529726662
ARI,4020,61.44070171450258,54.90534112470535,43.10041298689781,53.14881860870192,67.0,4958420.328847228,0.002855111,0.5632667577945278
CTSH,4510,62.32092773081516,53.86664637522507,43.23259061545131,53.14005490716385,67.0,12140467.425797503,0.011083123,0.8501444548979937
NTRS,4020,54.854179234201595,54.80735248569907,49.74023837380341,53.13392336456803,67.0,6807728.72843236,0.116934288,1.0851724368168756
OTIS,2010,63.5350429564149,53.126649538273305,42.71680290932332,53.12616513467051,67.0,19757047.519137464,0.13800738,0.5205504122416014
BBW,2550,61.21682994300994,53.03907625004335,45.12004478719307,53.12531699341545,73.0,17222180.531435657,0.050733797,0.618953821269323
ABEO,3520,57.005898719827044,53.024746399291175,49.334119279162515,53.121588132760245,67.0,-6174609.884413986,0.575069261,0.8696086523505885
TGNA,5020,59.39484910966637,54.96829768672628,44.98622643197396,53.11645774278887,67.0,11279201.588047506,0.00954564,0.8238918033348828
SBAC,6010,62.957876787130296,53.02207097126258,43.36546236439083,53.115136707594566,67.0,22713347.983161986,0.023993328,0.09391019109588097
FCN,2020,61.09381535706305,53.25278369785293,44.9780230256601,53.10820736019202,67.0,14581945.4060418,0.032326444,0.5000795914211391
CWAN,4510,62.399419398358454,53.7725045234059,43.12699044607916,53.0996381226145,67.0,114060861.5181203,-0.009370622,0.8441917015121093
ADNT,2510,59.439704286112324,55.181814145536634,44.65231367712214,53.091277369590365,67.0,3393134.15696649,-0.007424692,1.0058019017203745
WM,2020,63.830791692157625,52.29024545791283,43.1215086305994,53.080848593556624,73.0,13922033.187018894,0.02512343,0.17246128276584138
EVTC,4020,60.62336433791925,54.55585104471298,44.046242972992275,53.07515278520817,67.0,11554235.385122156,0.019105464,0.6280312856302507
CHRD,1010,60.30232571254859,55.539013839728085,43.37138689083628,53.07090881437099,67.0,4326850.883960779,-0.050726121,0.9694477121563182
NAT,1010,63.55786890268615,53.19422655322746,42.46040185209637,53.07083243600332,73.0,26118580.118378505,-0.021371489,0.6644873346659673
LCII,2510,59.3097322564038,54.59329286061375,45.30888681561637,53.07063731087797,67.0,9573264.265955124,0.021230926,1.0239523203429703
NKE,2520,61.061000703590146,51.93362334528235,46.18413603588078,53.059586694917755,67.0,69580727.29274844,0.027769682,0.7526316776862269
BFC,4010,58.92928832841832,54.772768285155934,45.4720600891423,53.05803890090552,28.0,13670052.176635345,0.051108973,0.9532997890250775
GWRE,4510,62.40510963228965,53.59019223881129,43.12885943336308,53.041387101488006,67.0,311436837.60838735,-0.009008617,0.8437601581348233
ALK,2030,62.56395980967725,53.56539491305132,42.98052829901617,53.036627673914914,73.0,4653625.96231884,-0.001742517,0.6791089283819527
WTW,4030,61.36929977756702,53.4276840488812,44.31176901221698,53.036250946221735,67.0,30638373.78041543,0.028790359,0.4090385848757356
FNF,4030,59.30023805389255,55.10026354535605,44.67454401710535,53.02501520545132,60.0,14524492.341439689,0.01971458,0.6016410083455443
GABC,4010,60.07157742484827,54.055844314565604,44.868623159846365,52.998681633086754,42.0,9438175.122742677,0.065474146,0.800687111089389
FFIN,4010,58.1819066561757,54.20572790411668,46.59522270015533,52.994285753482565,30.0,15098329.884666506,0.066202036,0.958352323588571
AQST,3520,52.11269356216946,51.869913992946714,54.962707589952224,52.9817717150228,78.0,-25740839.39045774,1.223593656,1.0310735807300075
TNK,1010,62.311755962616004,53.83047547443454,42.792213747628054,52.97814839489288,73.0,14186686.173484724,0.000351189,0.726912718390088
RPT,4020,61.0024432828732,54.82119698768286,43.1055684340963,52.976402901550784,67.0,6546445.848433777,0.002943687,0.5979936664220908
RM,4020,58.45633556774425,55.957680543954964,44.51125848835492,52.97509153335138,60.0,5438646.079030423,0.005812674,1.0042240084819196
